"Date","Close","% Change","% Change vs Average","Volume","RSI ‌rsi‌ (14)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)","Result ‌W Acc Dist‌ (n)","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (50,ma,0)-2","MA ‌ma‌ (50,ma,0)-3","Result ‌ZigZag‌ (10)","Result ‌Williams %R‌ (14)","Result ‌Weighted Close‌ (14)","+VI ‌Vortex‌ (14)","-VI ‌Vortex‌ (14)","Result ‌Vol ROC‌ (14)","Result ‌Vol Osc‌ (12,26,Points)","Visitor Trend","Result ‌VT HZ Filter‌ (28)","Result ‌Ultimate‌ (7,14,28)","Result ‌Ulcer‌ (14)","Result ‌Typical Price‌ (14)","Result ‌Twiggs‌ (21)","True Range ‌True Range‌","Result ‌TRIX‌ (14)","TII ‌Trend Int‌ (14,9)","Signal ‌Trend Int‌ (14,9)","Result ‌Trade Vol‌ (0.5)","Forecast ‌Time Fcst‌ (14)","Result ‌Swing‌ (0.5)","Trend ‌Supertrend‌ (7,3)","%K ‌stochastics‌ (14,y)","%D ‌stochastics‌ (14,y)","%K ‌Stochastics‌ (14,n,3,3)","%D ‌Stochastics‌ (14,n,3,3)","%K ‌Stch Mtm‌ (10,3,3,10,ema)","%D ‌Stch Mtm‌ (10,3,3,10,ema)","STARC Bands Top ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Median ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Bottom ‌STARC Bands‌ (15,5,1.3,y)","Result ‌STD Dev‌ (14,2,ma)","Short % of Outstanding","Short % of Float","Strong Ratio ‌Shinohara‌ (26)","Weak Ratio ‌Shinohara‌ (26)","Shares Short","Result ‌Schaff‌ (10,23,50,ema)","RSI ‌rsi‌ (14)-2","Rel Vol ‌Rel Vol‌ (10,14)","Rel Vig ‌Rel Vig‌ (10)","RelVigSignal ‌Rel Vig‌ (10)","‌Rel Vig‌ (10)_hist","‌RAVI‌ (vdma,7,65)_hist","Random Walk High ‌Random Walk‌ (14)","Random Walk Low ‌Random Walk‌ (14)","Over ‌Rainbow Osc‌ (2,10)","Under ‌Rainbow Osc‌ (2,10)","‌Rainbow Osc‌ (2,10)_hist","Result ‌QStick‌ (8,ma)","Result ‌PSY‌ (20)","Result ‌Pring Sp-K‌ (daily)","KST ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","KSTSignal ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","Result ‌Prime Number‌ (5)","Prime Bands Top ‌Prime Number Bands‌ (y)","Prime Bands Bottom ‌Prime Number Bands‌ (y)","Result ‌Price Vol‌","Result ‌Price ROC‌ (14)","Result ‌Price Osc‌ (12,26,ema,Points)","Result ‌Pretty Good‌ (14)","Index ‌Pos Vol‌ (255,ma)","MA ‌Pos Vol‌ (255,ma)","Pivot ‌Pivot Points‌ (standard,n)","Resistance 1 ‌Pivot Points‌ (standard,n)","Support 1 ‌Pivot Points‌ (standard,n)","Resistance 2 ‌Pivot Points‌ (standard,n)","Support 2 ‌Pivot Points‌ (standard,n)","Resistance 3 ‌Pivot Points‌ (standard,n)","Support 3 ‌Pivot Points‌ (standard,n)","Result ‌PSAR‌ (0.02,0.2)","Result ‌On Bal Vol‌","Index ‌Neg Vol‌ (255,ma)","MA ‌Neg Vol‌ (255,ma)","MA Env Top ‌MA Env‌ (50,percent,5,ma,y)","MA Env Median ‌MA Env‌ (50,percent,5,ma,y)","MA Env Bottom ‌MA Env‌ (50,percent,5,ma,y)","‌MA Dev‌ (12,ma,Points)_hist","MA 1 ‌MACross‌ (20,50,200,ma,0)","MA 2 ‌MACross‌ (20,50,200,ma,0)","MA 3 ‌MACross‌ (20,50,200,ma,0)","MA ‌ma‌ (50,ma,0)-4","Result ‌M Flow‌ (14)","Result ‌Momentum‌ (14)","Result ‌Med Price‌ (14)","Result ‌Mass Idx‌ (25,27)","‌W MFI‌ (6)_hist","MACD ‌macd‌ (12,26,9)","Signal ‌macd‌ (12,26,9)","‌macd‌ (12,26,9)_hist","Result ‌LLV‌ (14)","Slope ‌LR Slope‌ (14)","RSquared ‌Lin R2‌ (14)","Intercept ‌Lin Incpt‌ (14)","Forecast ‌Lin Fcst‌ (14)","Klinger ‌Klinger‌ (13,34,55)","KlingerSignal ‌Klinger‌ (13,34,55)","‌Klinger‌ (13,34,55)_hist","Keltner Top ‌Keltner‌ (10,5,ema,y)","Keltner Median ‌Keltner‌ (10,5,ema,y)","Keltner Bottom ‌Keltner‌ (10,5,ema,y)","Result ‌Intraday Mtm‌ (20)","Conversion Line ‌Ichimoku Clouds‌ (9,26,52,26)","Base Line ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span A ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span B ‌Ichimoku Clouds‌ (9,26,52,26)","Lagging Span ‌Ichimoku Clouds‌ (9,26,52,26)","Result ‌Hist Vol‌ (10,252,1)","Result ‌HHV‌ (14)","Result ‌High-Low‌","High Low Top ‌High Low‌ (10,5,y)","High Low Median ‌High Low‌ (10,5,y)","High Low Bottom ‌High Low‌ (10,5,y)","MA 3 ‌Guppy‌","MA 5 ‌Guppy‌","MA 8 ‌Guppy‌","MA 10 ‌Guppy‌","MA 12 ‌Guppy‌","MA 15 ‌Guppy‌","MA 30 ‌Guppy‌","MA 35 ‌Guppy‌","MA 40 ‌Guppy‌","MA 45 ‌Guppy‌","MA 50 ‌Guppy‌","MA 60 ‌Guppy‌","Result ‌GAPO‌ (14)","‌Gator‌ (13,8,8,5,5,3)_hist1","‌Gator‌ (13,8,8,5,5,3)_hist2","Result ‌Fractal Chaos‌","Fractal High ‌Fractal Chaos Bands‌ (y)","Fractal Low ‌Fractal Chaos Bands‌ (y)","‌Elder Ray‌ (13)_hist1","‌Elder Ray‌ (13)_hist2","Result ‌Elder Force‌ (13)","EF ‌Ehler Fisher‌ (10)","EF Trigger ‌Ehler Fisher‌ (10)","Result ‌EOM‌ (14,ma)","Result ‌Donchian Width‌ (20,20)","Donchian High ‌Donchian Channel‌ (20,20,y)","Donchian Median ‌Donchian Channel‌ (20,20,y)","Donchian Low ‌Donchian Channel‌ (20,20,y)","Result ‌Disparity‌ (14,ma)","Result ‌Detrended‌ (14,ma)","Darvas ‌Darvas‌","Ghost ‌Darvas‌","Result ‌Coppock‌ (10,11,14)","Result ‌CCI‌ (20)","Result ‌Choppiness‌ (14)","Change in short Interest 15 days","Result ‌Chande Mtm‌ (9)","Result ‌Chande Fcst‌ (14)","Result ‌Chaikin Vol‌ (14,2,ma)","Result ‌Chaikin MF‌ (20)","Center of Gravity ‌COG‌ (10)","Signal ‌COG‌ (10)","Bandwidth ‌Boll BW‌ (20,2,ma)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)-2","%b ‌Boll %b‌ (20,2,ma)","Result ‌Bal Pwr‌ (14,ma)","‌Awesome‌_hist","ATR ‌ATR‌ (14)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","ATR Bands Top ‌ATR Bands‌ (5,3,y)","ATR Bands Bottom ‌ATR Bands‌ (5,3,y)","Aroon Oscillator ‌Aroon Osc‌ (14)","Aroon Up ‌Aroon‌ (14)","Aroon Down ‌Aroon‌ (14)","Jaw ‌Alligator‌ (y,13,8,8,5,5,3,n)","Teeth ‌Alligator‌ (y,13,8,8,5,5,3,n)","Lips ‌Alligator‌ (y,13,8,8,5,5,3,n)","+DI ‌ADX‌ (14,14,y,n)","-DI ‌ADX‌ (14,14,y,n)","ADX ‌ADX‌ (14,14,y,n)","Result ‌Acc Swing‌ (0.5)","Result ‌W Acc Dist‌ (n)-2"
"2020-06-25T22:00:00.000Z","175.37","-1.95","-1.97","14,772,100","40.15","200.10","184.99","169.88","-6.91","182.03","182.03","182.03","175.37","-96.94","182.13","0.68","1.22","120.64","469,672.77","0.12","0.39","35.38","9.95","182.25","-0.14","4.22","-0.02","0","14.42","-75,825,300.00","175.65","-320.81","189.38","6.25","10.15","6.25","10.15","-65.41","-48.06","184.53","178.59","172.64","10.57","","","113.04","116.13","","0.02","40.15","50.33","-0.29","-0.37","0.08","-3.47","0.72","1.54","46.43","-46.43","-53.58","-0.81","55.00","-143.14","0.42","28.62","-1.00","179.00","173.00","-3,708,843.24","-12.99","-1.54","-1.50","69.24","90.33","179.97","192.89","172.65","200.21","159.73","213.13","152.41","194.25","-35,699,500.00","132.16","120.03","191.13","182.03","172.93","-4.41","184.99","182.03","204.72","182.03","33.81","-26.19","182.49","25.70","0.28","-1.54","-0.36","-1.18","176.05","-0.94","0.52","188.85","175.65","-138,483.41","91,459.37","-229,942.78","202.04","180.00","157.97","34.19","180.67","188.27","176.06","181.18","200.24","14.67","203.33","4.07","189.03","180.03","171.03","177.17","178.12","179.33","180.00","180.55","181.14","182.31","182.63","183.02","183.48","184.02","185.23","1.25","0.67","-1.65","0","183.88","176.05","-2.07","-6.14","-13,172,539.81","-2.80","-2.43","-87.74","27.28","203.33","189.69","176.05","-3.53","-3.85","","","-13.13","-96.97","40.29","","-47.91","-0.16","-2.11","-0.18","-5.53","-5.52","16.33","200.10","184.99","169.88","18.17","-0.30","-2.60","4.54","192.05","187.45","163.29","-100.00","0","100.00","184.92","184.25","182.60","23.64","30.64","14.17","-4,366.69","-6.91"
"2020-06-28T22:00:00.000Z","177.19","1.04","1.01","5,218,200","43.16","200.14","184.66","169.17","-5.05","181.75","181.75","181.75","","-88.21","180.71","0.75","1.23","-32.33","173,473.09","0.17","0.39","37.62","10.13","180.80","-0.11","1.89","-0.04","0","11.54","-70,607,100.00","176.51","177.10","187.98","8.37","8.64","8.37","8.64","-65.14","-51.17","183.70","177.99","172.28","7.21","","","119.70","109.00","","0.01","43.16","51.82","-0.23","-0.32","0.09","-3.62","0.61","1.25","52.97","-52.97","-16.18","-0.38","60.00","-150.60","-7.04","21.78","1.00","179.00","173.00","-3,654,688.24","-9.63","-1.70","-0.82","69.24","90.20","179.97","192.89","172.65","200.21","159.73","213.13","152.41","193.07","-30,481,300.00","133.53","120.14","190.84","181.75","172.67","-2.52","184.66","181.75","204.55","181.75","39.15","-18.88","180.99","25.69","0.36","-1.70","-0.63","-1.07","174.63","-0.60","0.45","184.95","176.51","1,186.09","78,563.19","-77,377.10","200.27","179.49","158.71","37.14","179.26","188.27","175.96","181.18","203.62","15.91","198.79","1.89","188.50","179.52","170.54","177.18","177.81","178.85","179.49","180.03","180.65","181.98","182.33","182.73","183.21","183.75","184.96","1.21","0.91","-1.99","0","183.88","176.05","-3.04","-4.93","-9,934,010.94","-3.20","-2.80","-77.42","28.70","203.33","188.98","174.63","-1.80","-2.25","","","-13.41","-85.34","42.20","","-36.58","0.38","-1.28","-0.13","-5.53","-5.52","16.77","200.14","184.66","169.17","25.89","-0.23","-3.46","4.35","189.64","187.99","166.39","-92.86","0","92.86","184.66","183.76","181.77","22.90","29.69","14.08","-4,189.58","-5.05"
"2020-06-29T22:00:00.000Z","178.51","0.74","0.72","6,763,800","45.30","199.98","184.28","168.59","-3.05","181.55","181.55","181.55","","-68.46","179.67","0.83","1.17","-7.82","62,726.64","0.13","0.40","44.39","10.05","179.73","-0.08","2.61","-0.06","0","9.23","-63,843,300.00","177.60","166.01","187.98","15.47","10.03","15.47","10.03","-55.85","-52.02","183.04","177.49","171.94","3.82","0.54","1.08","126.70","109.25","12,998,226.00","0.01","45.30","53.14","-0.20","-0.27","0.07","-3.64","2.01","1.12","45.03","-45.03","10.03","-0.27","60.00","-156.24","-12.19","14.75","1.00","181.00","173.00","-3,604,300.74","-6.79","-1.69","-0.26","69.75","90.07","179.97","192.89","172.65","200.21","159.73","213.13","152.41","191.96","-23,717,500.00","133.53","120.25","190.63","181.55","172.47","-0.97","184.28","181.55","204.38","181.55","45.33","-13.00","179.84","25.64","0.39","-1.69","-0.84","-0.85","174.63","-0.29","0.38","181.69","177.60","161,288.90","90,381.15","70,907.75","199.32","179.31","159.31","36.89","179.26","188.98","175.96","178.82","205.02","16.33","196.34","2.61","187.92","178.98","170.03","177.85","178.05","178.78","179.31","179.80","180.38","181.76","182.11","182.53","183.01","183.54","184.75","1.17","0.86","-2.47","-1.00","183.88","174.63","-0.89","-3.50","-7,239,414.76","-2.63","-3.20","-56.45","28.70","203.33","188.98","174.63","-0.55","-1.22","","","-12.88","-64.68","62.35","4.62","-16.97","0.51","-5.65","-0.13","-5.52","-5.53","17.04","199.98","184.28","168.59","31.61","-0.12","-4.28","4.23","189.64","188.72","168.30","-85.71","0","85.71","184.32","183.46","180.99","25.11","28.38","13.51","-4,023.57","-3.05"
"2020-06-30T22:00:00.000Z","177.99","-0.29","-0.32","4,619,800","44.59","199.27","183.64","168.02","-5.51","181.44","181.44","181.44","","-72.16","179.54","0.98","1.09","-69.95","-195,786.70","0.13","0.40","44.85","9.58","179.56","-0.09","3.11","-0.08","0","7.38","-68,463,100.00","177.00","-15.85","187.98","23.72","15.85","23.72","15.85","-47.09","-51.12","183.04","177.58","172.13","3.82","","","103.60","114.11","","0","44.59","51.70","-0.17","-0.22","0.05","-3.68","1.61","0.81","27.91","-27.91","3.68","0.15","55.00","-159.81","-15.96","7.90","1.00","181.00","173.00","-3,617,757.94","-0.02","-1.71","-0.41","69.75","89.93","185.49","196.35","167.65","214.19","156.79","225.05","138.95","190.92","-28,337,300.00","133.14","120.36","190.51","181.44","172.37","-1.20","183.64","181.44","204.22","181.44","54.40","-0.03","179.59","25.63","0.67","-1.71","-1.01","-0.70","174.63","-0.38","0.66","182.38","177.00","260,579.74","114,695.23","145,884.51","198.63","179.07","159.51","33.76","179.26","188.98","177.11","178.36","209.48","16.05","186.93","3.11","187.41","178.49","169.56","177.92","178.03","178.60","179.07","179.52","180.08","181.52","181.89","182.31","182.79","183.33","184.53","0.95","1.26","-2.71","0","183.88","174.63","0.73","-2.38","-6,548,390.55","-1.88","-2.63","-3.48","28.70","203.33","188.98","174.63","-0.84","-2.36","","","-11.14","-55.67","56.27","","-19.24","0.56","-13.84","-0.17","-5.52","-5.52","17.02","199.27","183.64","168.02","31.91","-0.07","-4.42","4.15","189.64","188.02","167.96","-78.57","0","78.57","184.10","182.84","180.13","26.05","26.86","12.66","-4,039.42","-5.51"
"2020-07-01T22:00:00.000Z","178.83","0.47","0.44","5,163,100","46.07","198.24","182.98","167.72","-4.67","181.28","181.28","181.28","","-65.20","179.40","0.99","1.02","-45.52","-352,754.28","0.12","0.38","43.36","9.20","179.43","-0.11","2.95","-0.09","0","5.91","-63,300,000.00","177.07","-7.55","187.98","31.39","23.53","31.39","23.53","-36.10","-48.39","182.92","177.58","172.23","3.71","","","91.81","121.99","","0","46.07","52.96","-0.13","-0.18","0.05","-3.67","1.28","0.71","19.92","-19.92","18.29","-0.13","55.00","-159.75","-15.72","2.10","1.00","181.00","173.00","-3,593,391.49","-1.31","-1.64","-0.14","70.08","89.79","185.49","196.35","167.65","214.19","156.79","225.05","138.95","189.94","-23,174,200.00","133.14","120.46","190.35","181.28","172.22","-0.07","182.98","181.28","204.06","181.28","52.41","-2.38","179.48","25.57","0.52","-1.64","-1.14","-0.50","174.63","-0.35","0.57","181.93","177.07","361,963.70","150,019.30","211,944.40","198.11","179.03","159.95","30.25","178.51","188.98","178.18","178.36","212.58","16.33","186.70","2.70","187.02","178.11","169.21","178.37","178.29","178.65","179.03","179.41","179.92","181.34","181.72","182.14","182.61","183.15","184.34","0.94","1.59","-2.86","0","183.88","174.63","1.34","-1.36","-4,993,336.88","-1.20","-1.88","4.84","28.70","203.33","188.98","174.63","-0.28","-2.45","","","-9.46","-45.08","54.04","","-6.33","0.98","-15.71","-0.22","-5.51","-5.52","16.68","198.24","182.98","167.72","36.40","-0.08","-4.39","4.06","189.64","188.62","169.04","-57.14","14.29","71.43","183.81","182.22","179.36","25.56","25.47","11.77","-4,046.97","-4.67"
"2020-07-05T22:00:00.000Z","182.72","2.18","2.15","6,443,300","52.41","195.01","182.09","169.16","-0.78","181.23","181.23","181.23","","-32.97","179.58","1.05","0.89","-20.50","-369,590.37","0.34","0.39","50.62","8.81","179.63","-0.07","4.69","-0.10","15.93","7.91","-56,856,700.00","178.26","415.98","187.98","43.22","32.78","43.22","32.78","-6.31","-40.74","184.44","179.05","173.65","3.95","","","107.77","119.00","","38.78","52.41","54.61","-0.09","-0.15","0.06","-3.36","1.79","0.41","45.59","-45.59","58.74","-0.07","55.00","-158.21","-15.15","-2.68","-1.00","191.00","181.00","-3,453,233.61","0.64","-1.25","0.88","71.61","89.66","185.49","196.35","167.65","214.19","156.79","225.05","138.95","189.03","-16,730,900.00","133.14","120.57","190.29","181.23","172.16","3.67","182.09","181.23","203.92","181.23","59.84","1.17","179.74","25.43","0.30","-1.25","-1.16","-0.09","174.63","-0.18","0.13","180.74","178.26","480,834.50","197,278.62","283,555.89","199.22","179.70","160.18","25.61","179.08","188.98","178.88","178.36","212.66","19.27","186.70","1.93","186.95","178.05","169.14","180.55","179.77","179.56","179.70","179.92","180.27","181.43","181.77","182.16","182.62","183.13","184.29","0.94","2.10","-2.48","0","183.88","174.63","3.48","1.55","-699,369.75","-0.44","-1.20","22.32","28.70","203.33","188.98","174.63","1.84","0.57","","","-7.11","2.97","53.25","","14.56","2.44","-13.42","-0.27","-5.50","-5.51","14.20","195.01","182.09","169.16","52.46","-0.15","-3.59","4.11","189.64","193.37","172.07","-57.14","7.14","64.29","183.62","181.52","179.05","27.96","23.39","11.56","-3,630.99","-0.78"
"2020-07-06T22:00:00.000Z","181.15","-0.86","-0.89","4,952,100","49.86","190.41","181.06","171.72","-2.35","181.12","181.12","181.12","","-29.51","179.48","0.94","1.01","-47.36","-497,525.30","0.12","0.41","46.60","8.44","179.52","-0.09","2.12","-0.10","28.84","12.10","-61,808,800.00","179.12","-212.00","187.98","57.44","44.02","57.44","44.02","14.33","-30.73","185.06","179.84","174.62","3.75","","","106.65","128.68","","69.39","49.86","52.54","-0.08","-0.12","0.04","-3.21","1.05","0.62","59.51","-59.51","25.43","0.09","50.00","-158.99","-16.51","-6.87","-1.00","191.00","179.00","-3,495,784.14","-0.63","-1.06","0.52","71.61","89.52","185.49","196.35","167.65","214.19","156.79","225.05","138.95","188.16","-21,683,000.00","132.00","120.67","190.17","181.12","172.06","2.06","181.06","181.12","203.78","181.12","52.61","-1.15","179.62","25.28","0.38","-1.06","-1.14","0.08","174.63","-0.03","0","179.57","179.12","343,741.45","218,201.88","125,539.57","198.59","179.96","161.34","25.55","179.08","188.98","179.83","178.36","213.24","19.87","186.70","1.89","187.17","178.25","169.34","180.85","180.23","179.91","179.96","180.11","180.38","181.41","181.74","182.11","182.56","183.05","184.19","0.94","2.36","-1.85","0","183.88","174.63","2.29","0.40","-1,710,150.25","0.13","-0.44","-3.20","28.70","203.33","188.98","174.63","1.01","-2.10","","","-5.25","0.16","59.42","","0.77","1.12","-18.34","-0.29","-5.49","-5.50","10.32","190.41","181.06","171.72","50.46","-0.14","-2.74","3.96","189.64","190.94","171.36","-57.14","0","57.14","183.23","180.87","179.02","26.90","24.28","11.10","-3,842.99","-2.35"
"2020-07-07T22:00:00.000Z","181.20","0.03","0","5,547,800","49.94","186.65","180.32","173.99","-0.92","180.99","180.99","180.99","","-28.97","179.47","0.91","0.94","-13.97","-544,569.20","0.18","0.41","51.59","7.98","179.50","-0.08","2.54","-0.10","52.77","20.23","-67,356,600.00","179.82","11.14","187.98","69.51","56.72","69.51","56.72","27.91","-20.07","185.47","180.38","175.29","3.79","","","111.34","124.52","","84.70","49.94","54.42","-0.07","-0.09","0.02","-3.07","0.98","1.28","48.05","-48.05","16.91","-0.10","55.00","-159.91","-18.23","-10.19","-1.00","191.00","179.00","-3,494,252.78","0.19","-0.90","0.54","71.62","89.39","185.49","196.35","167.65","214.19","156.79","225.05","138.95","187.35","-16,135,200.00","132.00","120.77","190.04","180.99","171.94","1.99","180.32","180.99","203.64","180.99","53.12","0.34","179.58","25.18","0.46","-0.90","-1.09","0.20","174.63","0.07","0.02","178.82","179.82","205,632.18","216,406.21","-10,774.03","198.22","180.19","162.16","27.50","179.08","188.98","179.83","178.36","211.98","19.75","183.88","2.54","187.59","178.65","169.72","181.02","180.55","180.20","180.19","180.28","180.49","181.40","181.71","182.07","182.50","182.98","184.09","0.84","2.33","-1.35","1.00","183.52","174.63","1.97","-0.57","-1,426,213.51","0.48","0.13","0.52","24.16","198.79","186.71","174.63","1.03","-3.00","","","-3.52","15.47","58.99","","24.78","0.76","-12.51","-0.24","-5.47","-5.49","7.02","186.65","180.32","173.99","56.94","-0.07","-2.31","3.86","189.64","190.56","171.84","-35.71","14.29","50.00","182.82","180.49","179.13","25.63","24.68","10.44","-3,831.86","-0.92"
"2020-07-08T22:00:00.000Z","178.80","-1.32","-1.35","5,420,600","45.99","183.41","179.69","175.96","-4.00","180.83","180.83","180.83","","-54.92","179.38","0.90","0.91","10.15","-585,368.04","0.12","0.40","45.02","7.51","179.44","-0.09","4.11","-0.09","67.11","29.61","-72,777,200.00","179.87","-294.80","187.98","62.20","63.05","62.20","63.05","23.10","-12.22","185.65","180.54","175.43","3.72","","","99.18","133.51","","92.35","45.99","52.25","-0.05","-0.07","0.02","-3.12","0.87","1.79","33.60","-33.60","-20.07","-0.31","55.00","-159.59","-18.66","-13.23","-1.00","191.00","173.00","-3,566,048.62","-1.07","-0.95","-0.12","71.62","89.26","185.49","196.35","167.65","214.19","156.79","225.05","138.95","186.59","-21,555,800.00","130.25","120.86","189.87","180.83","171.78","-0.30","179.69","180.83","203.50","180.83","52.85","-1.93","179.55","25.12","0.76","-0.95","-1.06","0.12","174.63","0.10","0.05","178.46","179.87","82,371.53","197,258.40","-114,886.86","198.22","179.94","161.65","28.37","179.08","188.98","180.05","178.36","210.96","18.40","183.88","4.11","188.12","179.16","170.20","179.91","179.97","179.89","179.94","180.05","180.27","181.23","181.55","181.91","182.34","182.82","183.92","0.84","2.06","-0.47","0","183.52","174.63","1.76","-2.35","-3,080,955.43","0.56","0.48","-1.24","21.71","196.34","185.49","174.63","-0.23","-6.38","","","-2.63","-20.13","60.51","","-0.31","-0.60","3.27","-0.22","-5.48","-5.48","4.15","183.41","179.69","175.96","38.12","-0.15","-2.25","3.88","189.64","188.75","168.85","-35.71","7.14","42.86","182.34","180.29","179.82","23.69","26.49","10.10","-4,126.65","-4.00"
"2020-07-09T22:00:00.000Z","182.90","2.29","2.27","5,482,300","52.86","183.82","179.93","176.03","0.81","180.69","180.69","180.69","","-6.97","179.47","0.90","0.94","-37.47","-605,740.15","0.13","0.39","52.04","6.93","179.47","-0.05","4.87","-0.09","81.13","39.91","-67,294,900.00","180.89","420.07","187.98","69.71","67.14","69.71","67.14","37.42","-3.19","186.54","181.35","176.16","4.18","","","91.20","126.24","","96.17","52.86","54.49","-0.03","-0.06","0.02","-2.83","1.26","0.92","18.30","-18.30","30.59","0.11","60.00","-157.31","-16.64","-15.12","1.00","191.00","173.00","-3,440,336.21","1.77","-0.65","0.94","73.27","89.13","185.49","196.35","167.65","214.19","156.79","225.05","138.95","185.87","-16,073,500.00","130.25","120.96","189.73","180.69","171.66","3.65","179.93","180.69","203.38","180.69","51.14","3.18","179.49","25.20","0.89","-0.65","-0.98","0.33","174.63","0.22","0.19","177.77","180.89","203,770.44","198,188.69","5,581.75","199.37","180.48","161.58","41.53","179.43","188.98","181.14","178.36","206.78","21.05","183.88","4.87","188.78","179.79","170.80","181.41","180.95","180.56","180.48","180.49","180.60","181.34","181.62","181.96","182.36","182.82","183.88","0.84","1.68","-0.04","0","183.52","174.63","2.44","-2.43","570,235.32","0.61","0.56","-1.74","12.30","186.93","180.78","174.63","1.93","-3.29","","","-0.73","59.87","62.01","","45.61","1.10","4.60","-0.09","-5.47","-5.47","4.33","183.82","179.93","176.03","88.13","-0.02","-2.21","3.95","189.64","193.78","172.02","-35.71","0","35.71","181.88","180.20","180.16","23.56","24.16","9.46","-3,706.58","0.81"
"2020-07-12T22:00:00.000Z","184.13","0.67","0.65","7,885,600","54.72","184.35","180.08","175.80","2.04","180.63","180.63","180.63","","-15.10","179.76","1.01","0.84","35.56","-423,081.94","0.10","0.39","53.50","6.32","179.77","-0.06","2.92","-0.08","94.18","50.76","-59,409,300.00","182.20","192.16","187.98","74.33","68.75","74.33","68.75","49.41","6.37","186.73","181.64","176.54","4.82","","","97.32","134.81","","98.09","54.72","56.63","0","-0.04","0.04","-2.33","1.59","0.03","44.13","-44.13","40.99","-0.07","60.00","-152.37","-11.84","-15.65","-1.00","191.00","181.00","-3,387,305.18","2.20","-0.31","1.23","73.76","89.01","185.49","196.35","167.65","214.19","156.79","225.05","138.95","174.63","-8,187,900.00","130.25","121.05","189.66","180.63","171.60","4.33","180.08","180.63","203.26","180.63","58.60","3.96","179.79","25.09","0.32","-0.31","-0.85","0.54","174.63","0.38","0.41","176.87","182.20","365,227.77","222,051.41","143,176.35","199.60","181.14","162.68","45.11","181.17","188.98","181.26","178.36","208.33","17.60","183.52","2.51","189.49","180.47","171.44","182.77","182.01","181.35","181.14","181.05","181.04","181.52","181.76","182.06","182.44","182.87","183.89","0.83","1.07","-0.16","-1.00","183.52","177.77","4.78","2.27","1,874,398.08","0.92","0.61","11.44","12.07","186.70","180.67","174.63","2.45","-3.09","","","0.83","172.36","53.28","","43.59","1.05","-1.03","-0.11","-5.47","-5.47","4.75","184.35","180.08","175.80","97.41","-0.03","-2.12","3.88","189.64","194.59","173.67","71.43","100.00","28.57","181.56","180.49","180.34","27.56","22.86","9.45","-3,514.42","2.04"
"2020-07-13T22:00:00.000Z","189.71","3.03","3.00","14,683,400","62.04","186.46","180.48","174.50","9.33","180.77","180.77","180.77","","-2.39","180.24","0.97","0.79","130.22","267,122.43","0.12","0.39","63.19","5.71","180.21","0.03","7.66","-0.06","98.30","60.27","-44,725,900.00","184.95","715.31","173.92","91.84","78.63","91.84","78.63","66.57","17.32","188.77","183.35","177.93","7.05","","","80.71","125.15","","99.04","62.04","59.67","0.08","-0.01","0.08","0","2.32","1.16","51.53","-51.53","61.21","0.90","60.00","-144.74","-4.63","-14.82","1.00","191.00","181.00","-2,942,329.37","4.81","0.40","2.27","76.00","88.89","185.49","196.35","167.65","214.19","156.79","225.05","138.95","174.85","6,495,500.00","130.25","121.15","189.81","180.77","171.73","9.00","180.48","180.77","203.17","180.77","62.21","8.70","180.14","25.20","0.52","0.40","-0.60","1.00","174.63","0.71","0.66","175.04","184.95","656,943.91","284,178.91","372,765.00","203.14","182.70","162.25","48.82","183.71","188.98","187.17","184.26","207.21","21.21","185.82","7.66","190.24","181.18","172.12","186.24","184.57","183.21","182.70","182.38","182.13","182.05","182.20","182.44","182.75","183.14","184.08","0.92","0.73","-0.39","0","183.52","177.77","7.81","0.15","13,311,398.20","1.32","0.92","15.35","12.07","186.70","180.67","174.63","5.19","1.65","","","3.46","233.69","45.33","","55.50","2.51","12.90","-0.06","-5.46","-5.47","6.63","186.46","180.48","174.50","127.16","0.07","-1.35","4.15","189.64","202.67","176.75","78.57","100.00","21.43","181.36","180.63","180.24","31.26","19.84","10.38","-2,799.12","9.33"
